time (s),Current (A), Voltage (V), Power (W), Battery Temp (C), Ambient Temp (C)
2160.213867,-2.5984,3.0698,-7.9762,22.916763,19.985217
2161.213993,-2.6079,3.0687,-8.0026,22.934458,19.973716
2162.213934,-2.6005,3.0693,-7.9813,22.935352,19.989049
2163.212566,-2.5798,3.0691,-7.917,22.937172,19.979028
2164.213033,-2.5886,3.0696,-7.9461,22.933583,19.9758
2165.210741,-2.5894,3.0688,-7.9462,22.947004,19.980372
2166.216585,-2.5865,3.0687,-7.9371,22.929202,19.992137
2167.216134,-2.5943,3.0694,-7.9625,22.933896,19.99203
2168.21536,-2.5907,3.0696,-7.9525,22.937033,19.991475
2169.2191,-2.5909,3.0705,-7.9551,22.951007,19.979574
2170.214934,-2.5869,3.0697,-7.9404,22.944651,19.989118
2171.212709,-2.6227,3.0678,-8.0457,22.9634,19.994591
2172.212365,-2.5969,3.0693,-7.9702,22.963688,19.978962
2173.212739,-2.596,3.0679,-7.9634,22.941377,19.981763
2174.211065,-2.5843,3.0684,-7.9292,22.955403,19.994716
2175.216807,-2.6027,3.0689,-7.987,22.944326,19.987682
2176.213636,-2.5828,3.0687,-7.925,22.970935,20.002516
2177.214905,-2.6084,3.0688,-8.0044,22.956324,20.009706
2178.211645,-2.5913,3.067,-7.947,22.962992,20.014911
2179.213115,-2.5937,3.0681,-7.9574,22.949887,20.010655
2180.216434,-2.6205,3.0685,-8.0408,22.960379,20.01007
2181.215423,-2.5931,3.0679,-7.9548,22.962777,20.024689
2182.215436,-2.6226,3.0683,-8.0465,22.980179,19.997348
2183.214061,-2.607,3.0683,-7.9994,22.962167,20.016675
2184.215557,-2.6247,3.0675,-8.0504,22.964802,20.011543
2185.213134,-2.5874,3.0672,-7.9359,22.969997,19.991581
2186.216084,-2.6151,3.0677,-8.0219,22.980779,20.010165
2187.213141,-2.5858,3.0672,-7.931,22.99842,20.006384
2188.214629,-2.5829,3.0673,-7.9226,22.995965,20.009474
2189.214354,-2.5917,3.0663,-7.9466,22.967801,20.01418
2190.213479,-2.5831,3.0677,-7.924,22.982725,20.018779
2191.214123,-2.5979,3.0661,-7.9654,22.982619,20.031258
2192.212567,-2.5812,3.0663,-7.9146,22.978161,20.035672
2193.21267,-2.6046,3.0652,-7.9831,23.006111,20.040007
2194.212796,-2.5779,3.0668,-7.9051,23.009273,20.017636
2195.212638,-2.6188,3.0667,-8.0306,22.997379,20.003119
2196.212049,-2.6079,3.0668,-7.9972,22.99714,20.015835
2197.211717,-2.6007,3.0659,-7.973,23.004867,20.026914
2198.21155,-2.616,3.0667,-8.0218,22.991231,20.03471
2199.215043,-2.6278,3.0662,-8.0568,23.002385,20.018133
2200.213889,-2.5925,3.0659,-7.9477,23.004256,20.027412
2201.215134,-2.6271,3.0641,-8.0494,23.014065,20.041319
2202.214951,-2.5836,3.0659,-7.9207,23.000932,20.030741
2203.214403,-2.5943,3.0645,-7.9498,23.021286,20.028942
2204.217562,-2.5904,3.066,-7.9418,23.01269,20.034388
2205.21203,-2.5876,3.0659,-7.9331,23.018253,20.035153
2206.215008,-2.6029,3.065,-7.9775,23.01883,20.039434
2207.216136,-2.5896,3.0657,-7.9387,23.023996,20.039802
2208.217122,-2.5936,3.0648,-7.9487,23.01432,20.041204
2209.217907,-2.6049,3.0647,-7.9825,23.018723,20.034515
2210.214248,-2.5966,3.0646,-7.957,23.024101,20.032134
2211.21165,-2.5925,3.0647,-7.9445,23.031586,20.045191
2212.213923,-2.6057,3.0646,-7.9853,23.023702,20.04765
2213.212264,-2.6226,3.0639,-8.035,23.025677,20.047409
2214.214616,-2.5918,3.0649,-7.943,23.054601,20.042728
2215.213782,-2.6156,3.0634,-8.0122,23.049196,20.050263
2216.214154,-2.5843,3.0654,-7.9215,23.038884,20.061762
2217.214927,-2.5793,3.0638,-7.9023,23.039806,20.04418
2218.215134,-2.6172,3.0627,-8.0156,23.054439,20.05367
2219.214113,-2.5877,3.0633,-7.9265,23.042124,20.056497
2220.21371,-2.6119,3.0634,-8.0014,23.050876,20.054539
2221.213911,-2.6038,3.0636,-7.977,23.057519,20.054167
2222.214517,-2.6233,3.063,-8.0345,23.045654,20.062998
2223.215558,-2.5956,3.0631,-7.9504,23.054774,20.059558
2224.214093,-2.6055,3.0632,-7.981,23.068433,20.06437
2225.217405,-2.6053,3.0618,-7.9764,23.064369,20.054373
2226.215731,-2.6039,3.0633,-7.9763,23.062497,20.059158
2227.213661,-2.6086,3.0632,-7.9901,23.075759,20.05654
2228.216083,-2.5872,3.0632,-7.925,23.071169,20.056379
2229.214942,-2.5845,3.0634,-7.9171,23.074648,20.068011
2230.214187,-2.6034,3.0619,-7.9711,23.076969,20.061454
2231.21552,-2.5919,3.0631,-7.9392,23.070821,20.066025
2232.215431,-2.586,3.0619,-7.9178,23.089701,20.079402
2233.212445,-2.6003,3.0632,-7.9649,23.077175,20.068324
2234.213211,-2.6001,3.0618,-7.9606,23.076515,20.061
2235.211164,-2.621,3.0618,-8.0244,23.078543,20.067475
2236.212565,-2.6045,3.0627,-7.9762,23.072478,20.078049
2237.21507,-2.605,3.0609,-7.9737,23.077671,20.074743
2238.21622,-2.6053,3.0622,-7.978,23.102746,20.076197
2239.214167,-2.5698,3.0625,-7.8694,23.088453,20.075561
2240.213363,-2.6046,3.0629,-7.9777,23.095016,20.083252
2241.216138,-2.5973,3.062,-7.9524,23.087371,20.089651
2242.217843,-2.611,3.0614,-7.9929,23.113024,20.074659
2243.21382,-2.5927,3.0621,-7.9388,23.099577,20.082643
2244.214493,-2.6038,3.0599,-7.9672,23.107487,20.093165
2245.215165,-2.5778,3.061,-7.8902,23.102212,20.092318
2246.216915,-2.5959,3.0608,-7.9451,23.106929,20.080762
2247.216771,-2.5891,3.0598,-7.9212,23.114998,20.082561
2248.215314,-2.6009,3.0606,-7.9599,23.1059,20.086763
2249.215313,-2.5668,3.0594,-7.8522,23.131712,20.089326
2250.215137,-2.5912,3.0605,-7.9301,23.122219,20.096093
2251.212749,-2.5856,3.0607,-7.9133,23.129125,20.100057
2252.21437,-2.605,3.0611,-7.974,23.132105,20.100084
2253.209918,-2.5876,3.0614,-7.9209,23.139776,20.118139
2254.213006,-2.5965,3.0592,-7.9428,23.14505,20.10233
2255.217715,-2.5853,3.06,-7.9109,23.135794,20.101192
2256.216272,-2.5994,3.0594,-7.9516,23.122636,20.09281
2257.21651,-2.616,3.0591,-8.0024,23.129306,20.108381
2258.214918,-2.5974,3.06,-7.9478,23.124823,20.104996
2259.213351,-2.6156,3.0596,-8.0028,23.154247,20.111552
2260.212987,-2.612,3.0589,-7.9894,23.146283,20.107267
2261.211516,-2.6032,3.0588,-7.9625,23.139191,20.11015
2262.215994,-2.6035,3.0582,-7.962,23.138162,20.106897
2263.215388,-2.5662,3.0588,-7.8489,23.159754,20.116704
2264.216532,-2.5874,3.0577,-7.9112,23.150605,20.119744
2265.215473,-2.5863,3.0593,-7.9118,23.152845,20.102744
2266.215031,-2.5787,3.0586,-7.8872,23.155243,20.119583
2267.213819,-2.5927,3.0575,-7.9264,23.141322,20.116358
2268.212592,-2.5875,3.0593,-7.9152,23.185587,20.103744
2269.214377,-2.5901,3.0587,-7.9226,23.171929,20.104855
2270.213143,-2.5987,3.059,-7.9492,23.175303,20.138218
2271.212387,-2.6183,3.0572,-8.004,23.160854,20.135943
2272.213681,-2.594,3.057,-7.93,23.170794,20.129254
2273.212503,-2.6018,3.0576,-7.955,23.170767,20.134779
2274.215072,-2.5897,3.0569,-7.9162,23.167338,20.16095
2275.21417,-2.6211,3.0574,-8.0131,23.178041,20.13245
2276.212708,-2.6,3.0571,-7.9482,23.171239,20.141544
2277.217302,-2.5686,3.0575,-7.8535,23.170158,20.131207
2278.217114,-2.6137,3.0566,-7.9879,23.172424,20.142732
2279.215875,-2.5927,3.057,-7.9255,23.185764,20.137234
2280.214661,-2.6011,3.0553,-7.9467,23.186369,20.144131
2281.212992,-2.5806,3.0565,-7.8874,23.187028,20.127027
2282.215921,-2.5805,3.0572,-7.8885,23.182333,20.129722
2283.216228,-2.6164,3.0558,-7.9948,23.183835,20.127527
2284.216505,-2.5837,3.057,-7.8982,23.193326,20.12557
2285.217588,-2.5816,3.0566,-7.8904,23.195723,20.127604
2286.21595,-2.5774,3.0568,-7.878,23.181908,20.134477
2287.214601,-2.6018,3.0563,-7.9514,23.195854,20.11367
2288.216351,-2.6012,3.0559,-7.9483,23.207981,20.115097
2289.215021,-2.6017,3.0561,-7.951,23.190658,20.116603
2290.212763,-2.6159,3.0554,-7.9918,23.204024,20.118531
2291.211999,-2.6221,3.0552,-8.0105,23.222662,20.109462
2292.216392,-2.6067,3.0554,-7.964,23.209874,20.10219
2293.212082,-2.6106,3.0559,-7.9772,23.207105,20.084979
2294.214858,-2.6022,3.0542,-7.9476,23.225322,20.111389
2295.213539,-2.617,3.0548,-7.9942,23.216964,20.091164
2296.213779,-2.603,3.0547,-7.9511,23.218545,20.081275
2297.214771,-2.6182,3.0541,-7.9956,23.224214,20.085479
2298.21229,-2.6068,3.0549,-7.9631,23.214113,20.07424
2299.214039,-2.6132,3.0547,-7.9821,23.225239,20.058748
2300.216147,-2.5919,3.0539,-7.9148,23.232541,20.069401
2301.214513,-2.6156,3.0542,-7.9881,23.228849,20.032016
2302.217616,-2.6003,3.0546,-7.9425,23.233383,19.999178
2303.21533,-2.6056,3.0533,-7.9547,23.233752,20.026939
2304.215648,-2.6261,3.0519,-8.014,23.234831,20.009513
2305.215386,-2.5753,3.0544,-7.8653,23.251123,20.003273
2306.213168,-2.6065,3.053,-7.9573,23.230981,20.016757
2307.214468,-2.6051,3.0535,-7.9543,23.246402,19.98003
2308.212331,-2.6036,3.0542,-7.9518,23.251939,19.97929
2309.21405,-2.5854,3.0523,-7.8911,23.261033,19.956576
2310.216369,-2.6031,3.0527,-7.946,23.246639,19.965461
2311.211807,-2.602,3.0521,-7.9415,23.253386,19.964084
2312.216457,-2.5823,3.0533,-7.884,23.252912,19.948801
2313.216142,-2.5686,3.0525,-7.8402,23.25879,19.950995
2314.212203,-2.6118,3.0529,-7.9734,23.263401,19.984864
2315.214092,-2.6006,3.0521,-7.937,23.261371,19.971722
2316.214857,-2.5914,3.0527,-7.9107,23.281012,19.964028
2317.210705,-2.6009,3.0508,-7.9347,23.261108,19.941844
2318.213075,-2.6002,3.0521,-7.9358,23.266483,19.949826
2319.215651,-2.6217,3.0521,-8.0012,23.258417,19.940256
2320.215962,-2.6216,3.0513,-7.9986,23.279743,19.945728
2321.213534,-2.6,3.0523,-7.9357,23.27961,19.952258
2322.21619,-2.6189,3.05,-7.9875,23.28715,19.939461
2323.212388,-2.6225,3.0506,-7.9994,23.306842,19.954029
2324.212286,-2.5972,3.0519,-7.9264,23.296533,19.938506
2325.213862,-2.6145,3.0497,-7.9734,23.281453,19.934857
2326.214921,-2.5697,3.051,-7.8396,23.276812,19.941307
2327.213243,-2.6285,3.0508,-8.0181,23.295715,19.924359
2328.212259,-2.6057,3.0517,-7.9514,23.290415,19.940514
2329.214036,-2.6057,3.0509,-7.9499,23.306178,19.938185
2330.212938,-2.5973,3.0514,-7.9244,23.301722,19.928534
2331.216332,-2.577,3.0506,-7.861,23.298795,19.931521
2332.21467,-2.6495,3.0497,-8.0799,23.303776,19.94318
2333.213992,-2.6129,3.0488,-7.9658,23.301351,19.929642
2334.2173,-2.6324,3.0491,-8.0261,23.316534,19.924511
2335.218004,-2.5944,3.0494,-7.9111,23.303326,19.939397
2336.213254,-2.6097,3.0489,-7.9563,23.319092,19.952619
2337.215676,-2.5959,3.0488,-7.9144,23.309599,19.941617
2338.213691,-2.5971,3.0495,-7.9194,23.311918,19.941351
2339.214252,-2.6098,3.0496,-7.9586,23.317954,19.949627
2340.215524,-2.6153,3.0486,-7.9725,23.319614,19.940187
2341.213257,-2.5898,3.048,-7.8935,23.322883,19.943835
2342.215576,-2.5934,3.0488,-7.9063,23.309253,19.944232
2343.215097,-2.6341,3.0479,-8.0275,23.29665,19.941216
2344.215965,-2.5845,3.049,-7.8797,23.329998,19.939867
2345.217327,-2.6076,3.0482,-7.948,23.324224,19.939628
2346.212791,-2.5905,3.0482,-7.8961,23.307667,19.944121
2347.213074,-2.597,3.0482,-7.9157,23.324328,19.930108
2348.21349,-2.5838,3.0488,-7.8773,23.333448,19.924818
2349.213479,-2.5784,3.0471,-7.8559,23.326435,19.921485
2350.217037,-2.5782,3.0486,-7.8597,23.334264,19.910459
2351.216791,-2.5667,3.0473,-7.8214,23.327118,19.926243
2352.211379,-2.585,3.0477,-7.8783,23.318391,19.913047
2353.212786,-2.6059,3.0466,-7.9383,23.343644,19.917647
2354.214724,-2.6129,3.0462,-7.959,23.343249,19.909846
2355.21605,-2.6176,3.0476,-7.9768,23.332203,19.917276
2356.217631,-2.6055,3.0465,-7.9378,23.3467,19.905904
2357.21723,-2.6103,3.046,-7.9505,23.342245,19.914392
2358.216002,-2.5979,3.0459,-7.9129,23.351601,19.914523
2359.214845,-2.6371,3.0453,-8.0302,23.315987,19.912487
2360.214992,-2.5965,3.046,-7.9083,23.331618,19.912987
2361.215771,-2.5909,3.0445,-7.8878,23.329324,19.89847
2362.214047,-2.6141,3.0445,-7.958,23.331432,19.881334
2363.213091,-2.6095,3.046,-7.9484,23.332538,19.89429
2364.214116,-2.5996,3.0455,-7.9163,23.333566,19.897543
2365.213336,-2.5855,3.0462,-7.8755,23.357553,19.892358
2366.215012,-2.597,3.0443,-7.9056,23.336041,19.894102
2367.214608,-2.6019,3.0454,-7.9235,23.351251,19.893441
2368.214089,-2.6055,3.0442,-7.9314,23.355626,19.874137
2369.213603,-2.5922,3.0449,-7.8924,23.337542,19.889685
2370.216138,-2.5925,3.0444,-7.8921,23.350352,19.877731
2371.215407,-2.5991,3.0449,-7.9141,23.349429,19.877546
2372.216523,-2.6106,3.0433,-7.9444,23.33775,19.885821
2373.212184,-2.596,3.0444,-7.9028,23.359181,19.894362
2374.213652,-2.6261,3.0431,-7.9914,23.351773,19.900998
2375.215407,-2.6007,3.0438,-7.9159,23.371648,19.896501
2376.216563,-2.6105,3.0435,-7.9441,23.369512,19.912498
2377.216655,-2.6333,3.0434,-8.0135,23.365477,19.896235
2378.217537,-2.5998,3.0439,-7.9133,23.353167,19.897584
2379.215626,-2.5874,3.0427,-7.8721,23.366346,19.897847
2380.213547,-2.6043,3.0426,-7.9237,23.358834,19.896604
2381.213919,-2.6063,3.0427,-7.9298,23.368982,19.882721
2382.211695,-2.6161,3.0421,-7.9581,23.354218,19.897898
2383.212911,-2.5911,3.0434,-7.8853,23.369165,19.884015
2384.213233,-2.6038,3.0429,-7.923,23.367266,19.881741
2385.216302,-2.6105,3.0421,-7.9411,23.351923,19.870052
2386.216174,-2.5955,3.0417,-7.8944,23.37201,19.866879
2387.214,-2.6109,3.0417,-7.9407,23.365393,19.89504
2388.213992,-2.6115,3.0423,-7.9445,23.35614,19.866507
2389.212397,-2.587,3.0415,-7.8682,23.377939,19.869124
2390.215712,-2.6009,3.042,-7.9116,23.379389,19.875762
2391.214577,-2.6097,3.0409,-7.9353,23.37583,19.865898
2392.214792,-2.5782,3.0415,-7.8406,23.365364,19.860582
2393.216648,-2.5991,3.0403,-7.9018,23.363492,19.88869
2394.213126,-2.6106,3.0415,-7.9398,23.368948,19.891572
2395.213906,-2.5989,3.0408,-7.9025,23.383367,19.887526
2396.212784,-2.5883,3.0405,-7.8689,23.374298,19.887314
2397.2137,-2.5844,3.0415,-7.8606,23.379279,19.89157
2398.214401,-2.5814,3.0398,-7.8467,23.38927,19.89789
2399.213075,-2.6185,3.0393,-7.9581,23.370527,19.888344
2400.214681,-2.5929,3.0393,-7.8803,23.387081,19.880517
2401.213023,-2.6135,3.0394,-7.9431,23.381993,19.882816
2402.214617,-2.5701,3.0395,-7.8117,23.373637,19.869621
2403.214626,-2.5938,3.0404,-7.8858,23.389452,19.896222
2404.214375,-2.6221,3.0393,-7.969,23.38787,19.906481
2405.215041,-2.6005,3.0378,-7.8991,23.404898,19.886173
2406.213906,-2.5953,3.0381,-7.8844,23.397807,19.885353
2407.214014,-2.618,3.0394,-7.9569,23.37714,19.879059
2408.210508,-2.6092,3.0366,-7.9229,23.39778,19.900874
2409.217091,-2.598,3.0377,-7.8917,23.400283,19.895241
2410.213871,-2.5901,3.0369,-7.8655,23.399677,19.905738
2411.215634,-2.6007,3.0372,-7.8989,23.399175,19.886355
2412.21515,-2.6118,3.0369,-7.931,23.390186,19.886223
2413.216961,-2.6084,3.0377,-7.9231,23.41217,19.887174
2414.211545,-2.6189,3.0366,-7.9522,23.418364,19.874878
2415.212886,-2.6119,3.0369,-7.9315,23.425507,19.872788
2416.213946,-2.5942,3.0365,-7.8769,23.407476,19.865807
2417.214267,-2.5763,3.0364,-7.8224,23.397986,19.894787
2418.214598,-2.6081,3.0362,-7.9187,23.416886,19.884131
2419.215169,-2.6054,3.037,-7.9121,23.402967,19.884236
2420.213037,-2.6008,3.0362,-7.8962,23.412721,19.886246
2421.213645,-2.6147,3.0362,-7.938,23.423501,19.87966
2422.217013,-2.6171,3.037,-7.9478,23.405997,19.89727
2423.215242,-2.6171,3.0356,-7.9438,23.400778,19.879818
2424.212303,-2.6038,3.0362,-7.9054,23.411295,19.884815
2425.216126,-2.6016,3.035,-7.8954,23.407841,19.853586
2426.218215,-2.5854,3.0349,-7.8462,23.419861,19.872677
2427.220901,-2.6004,3.0343,-7.8899,23.419307,19.893963
2428.213395,-2.5975,3.0356,-7.8845,23.409843,19.872994
2429.215168,-2.6071,3.0357,-7.9141,23.418594,19.867705
2430.21387,-2.606,3.0345,-7.9074,23.420281,19.863844
2431.214959,-2.5991,3.0339,-7.8851,23.406705,19.85874
2432.213971,-2.6171,3.0338,-7.939,23.427371,19.85985
2433.213078,-2.5981,3.0354,-7.8856,23.409156,19.870083
2434.214324,-2.6054,3.0342,-7.905,23.4323,19.865165
2435.21262,-2.6039,3.0329,-7.8966,23.422072,19.863789
2436.214175,-2.6134,3.0344,-7.9297,23.429768,19.844485
2437.213597,-2.595,3.0322,-7.8687,23.405174,19.852761
2438.216006,-2.5876,3.0339,-7.8497,23.423204,19.85567
2439.216785,-2.5905,3.0328,-7.8558,23.420409,19.852126
2440.213483,-2.5834,3.0327,-7.834,23.432271,19.849217
2441.215213,-2.587,3.0336,-7.8478,23.438096,19.851358
2442.214626,-2.5906,3.0318,-7.8537,23.43119,19.872196
2443.213581,-2.619,3.0326,-7.942,23.434985,19.833059
2444.217658,-2.6131,3.033,-7.9253,23.41503,19.850432
2445.215734,-2.6016,3.0317,-7.887,23.427288,19.841256
2446.215902,-2.5927,3.0315,-7.859,23.424309,19.851965
2447.214314,-2.6046,3.0313,-7.8948,23.42415,19.836998
2448.216572,-2.6165,3.0314,-7.9313,23.412525,19.828668
2449.214966,-2.6097,3.0295,-7.9059,23.428156,19.831391
2450.214552,-2.611,3.0306,-7.9127,23.420301,19.830915
2451.217559,-2.5878,3.0318,-7.8451,23.434218,19.834881
2452.215712,-2.5741,3.0316,-7.8034,23.426838,19.840434
2453.215212,-2.575,3.0296,-7.8008,23.426099,19.85154
2454.217858,-2.6282,3.0304,-7.9641,23.425704,19.849293
2455.213536,-2.6094,3.0296,-7.9051,23.43883,19.854687
2456.21243,-2.6041,3.0302,-7.8902,23.412629,19.846542
2457.213285,-2.5811,3.0286,-7.8167,23.424649,19.844532
2458.21309,-2.6125,3.0293,-7.9136,23.435509,19.857648
2459.214529,-2.5801,3.03,-7.8173,23.426335,19.833637
2460.214155,-2.5806,3.0292,-7.8168,23.442836,19.837233
2461.213931,-2.6169,3.0288,-7.9257,23.444206,19.843051
2462.216891,-2.5907,3.0285,-7.8456,23.438776,19.826867
2463.216391,-2.6248,3.0273,-7.9457,23.432924,19.839137
2464.213425,-2.6226,3.0276,-7.94,23.435534,19.843976
2465.211204,-2.5733,3.028,-7.7915,23.44642,19.835646
2466.215549,-2.6216,3.0264,-7.9339,23.45641,19.844187
2467.21581,-2.6131,3.0271,-7.9096,23.435217,19.862168
2468.217597,-2.625,3.027,-7.9453,23.44041,19.862935
2469.215403,-2.5909,3.0258,-7.8395,23.449873,19.859101
2470.217047,-2.6239,3.0272,-7.9425,23.45641,19.843076
2471.218007,-2.6,3.0262,-7.8673,23.472673,19.840881
2472.2137,-2.5926,3.0266,-7.8466,23.456989,19.861798
2473.217826,-2.6138,3.0257,-7.9081,23.450979,19.85799
2474.216763,-2.5676,3.0262,-7.7698,23.452007,19.851247
2475.21329,-2.5816,3.0251,-7.8091,23.44924,19.847359
2476.213977,-2.6215,3.0246,-7.9287,23.464027,19.853309
2477.21298,-2.588,3.0259,-7.8309,23.456383,19.839717
2478.214581,-2.585,3.0249,-7.8188,23.453852,19.849396
2479.213784,-2.612,3.0251,-7.901,23.45915,19.845085
2480.212391,-2.6149,3.0255,-7.9112,23.454379,19.833265
2481.212485,-2.6063,3.0241,-7.8814,23.470774,19.850824
2482.213262,-2.6082,3.0245,-7.8883,23.463051,19.843816
2483.21365,-2.6129,3.0246,-7.9027,23.463368,19.848576
2484.214403,-2.6444,3.0242,-7.997,23.47204,19.846169
2485.216919,-2.6142,3.0237,-7.9044,23.45546,19.850268
2486.216818,-2.5985,3.024,-7.8577,23.475967,19.829748
2487.213534,-2.6055,3.0225,-7.8746,23.483373,19.859391
2488.214441,-2.6021,3.0241,-7.8683,23.462761,19.845376
2489.216232,-2.593,3.0225,-7.8372,23.482846,19.850718
2490.217438,-2.6065,3.0221,-7.8762,23.469061,19.845403
2491.21693,-2.5968,3.0217,-7.8468,23.467822,19.830462
2492.216639,-2.6175,3.0226,-7.9114,23.468455,19.859603
2493.213303,-2.5907,3.0215,-7.8278,23.467532,19.839796
2494.21692,-2.5825,3.0215,-7.8029,23.479578,19.825596
2495.212451,-2.6267,3.0211,-7.9353,23.472487,19.8307
2496.214208,-2.595,3.0213,-7.8402,23.483769,19.836094
2497.214934,-2.603,3.0208,-7.8628,23.465186,19.823004
2498.212355,-2.6076,3.0197,-7.8739,23.475466,19.828505
2499.214796,-2.6073,3.0204,-7.8745,23.472145,19.833318
2500.217504,-2.5997,3.0207,-7.8529,23.493389,19.830938
2501.217045,-2.599,3.0207,-7.8502,23.457806,19.836702
2502.216006,-2.616,3.0212,-7.9033,23.479499,19.830329
2503.214781,-2.5734,3.0207,-7.7732,23.481265,19.846169
2504.213228,-2.5846,3.0187,-7.8018,23.475914,19.858941
2505.215457,-2.6092,3.0189,-7.876,23.487353,19.850797
2506.217688,-2.5966,3.0196,-7.8401,23.477785,19.835274
2507.215283,-2.6025,3.0185,-7.8551,23.480738,19.843049
2508.217597,-2.5821,3.018,-7.7922,23.497896,19.840642
2509.216142,-2.5517,3.0201,-7.7056,23.478708,19.862855
2510.216525,-2.5956,3.0181,-7.8335,23.492045,19.84958
2511.215778,-2.6053,3.0171,-7.8603,23.479947,19.827447
2512.217344,-2.6196,3.0172,-7.9035,23.496183,19.836702
2513.212226,-2.6105,3.0165,-7.8742,23.500216,19.835195
2514.214032,-2.5904,3.0173,-7.8157,23.500084,19.835433
2515.214179,-2.5954,3.0157,-7.8269,23.481027,19.851484
2516.214112,-2.6,3.0167,-7.8431,23.503959,19.825252
2517.213574,-2.6009,3.0165,-7.8457,23.499425,19.851061
2518.214753,-2.6248,3.0159,-7.916,23.507332,19.846037
2519.213935,-2.5736,3.0162,-7.7622,23.494074,19.848655
2520.215045,-2.5915,3.0148,-7.8125,23.500927,19.875151
2521.21493,-2.6057,3.0166,-7.8595,23.497738,19.860105
2522.213559,-2.5971,3.0156,-7.8313,23.509704,19.851378
2523.219134,-2.5702,3.0147,-7.7475,23.514159,19.853256
2524.217622,-2.5912,3.0147,-7.8111,23.488328,19.856218
2525.214943,-2.5781,3.0145,-7.7712,23.515898,19.849818
2526.215824,-2.5964,3.014,-7.8253,23.51089,19.853679
2527.212774,-2.6115,3.0137,-7.8698,23.521591,19.858492
2528.216409,-2.5881,3.0148,-7.8018,23.52341,19.848099
2529.21528,-2.588,3.0139,-7.799,23.506252,19.85828
2530.21293,-2.5879,3.0136,-7.7983,23.513131,19.850744
2531.219239,-2.608,3.0131,-7.8574,23.5271,19.857725
2532.218553,-2.5789,3.0136,-7.7715,23.50641,19.871396
2533.216755,-2.608,3.0126,-7.8562,23.517611,19.854499
2534.217073,-2.5868,3.0125,-7.7923,23.506594,19.86936
2535.215561,-2.6125,3.0124,-7.8695,23.49982,19.867006
2536.214502,-2.6067,3.0132,-7.854,23.517163,19.875891
2537.213018,-2.5971,3.01,-7.8163,23.515292,19.861797
2538.214698,-2.6126,3.0109,-7.866,23.528233,19.851087
2539.2123,-2.5712,3.0104,-7.7401,23.515134,19.878297
2540.210619,-2.615,3.0102,-7.8715,23.520669,19.910504
2541.21455,-2.6132,3.0106,-7.8665,23.519114,19.879329
2542.215989,-2.6025,3.0102,-7.8339,23.515793,19.853785
2543.214151,-2.5733,3.0094,-7.7437,23.532898,19.861691
2544.214581,-2.5844,3.0102,-7.7793,23.529841,19.860845
2545.217387,-2.5769,3.0089,-7.7533,23.534717,19.882396
2546.215964,-2.6021,3.0091,-7.8298,23.538908,19.895855
2547.212632,-2.6313,3.0083,-7.9153,23.54779,19.876631
2548.21474,-2.6191,3.0086,-7.8794,23.542677,19.892233
2549.215939,-2.6118,3.008,-7.8554,23.556092,19.879038
2550.215149,-2.608,3.008,-7.8444,23.533715,19.882872
2551.215511,-2.6186,3.0071,-7.8743,23.544337,19.882793
2552.21623,-2.6281,3.0081,-7.905,23.541543,19.897019
2553.217415,-2.5988,3.0073,-7.8151,23.556698,19.911483
2554.217148,-2.6176,3.0075,-7.872,23.554748,19.896569
2555.213928,-2.6048,3.0066,-7.8311,23.545576,19.884776
2556.216051,-2.5824,3.007,-7.7647,23.542308,19.897415
2557.214616,-2.6035,3.0062,-7.8259,23.546446,19.895644
2558.214186,-2.598,3.0054,-7.8079,23.543968,19.882793
2559.213522,-2.5891,3.0056,-7.7811,23.555144,19.908072
2560.216385,-2.5999,3.0036,-7.8089,23.557858,19.896728
2561.212278,-2.6042,3.0047,-7.8245,23.540437,19.888875
2562.212355,-2.5963,3.0047,-7.8004,23.561495,19.882238
2563.214673,-2.6118,3.0043,-7.846,23.557015,19.900324
2564.216204,-2.5967,3.0037,-7.7994,23.548528,19.904396
2565.21306,-2.6078,3.0033,-7.8319,23.564553,19.892339
2566.213452,-2.6106,3.0036,-7.8407,23.547105,19.903709
2567.21598,-2.6234,3.0031,-7.8781,23.576439,19.899822
2568.218531,-2.6036,3.0034,-7.8193,23.567768,19.899637
2569.217375,-2.5941,3.0026,-7.7888,23.559519,19.88951
2570.214698,-2.5944,3.0028,-7.7899,23.560995,19.883586
2571.215222,-2.5914,3.0018,-7.7786,23.573092,19.894983
2572.21508,-2.5986,3.0018,-7.8001,23.573198,19.876949
2573.213321,-2.6264,3.0018,-7.8839,23.562655,19.901911
2574.213018,-2.6007,3.0005,-7.8035,23.582502,19.89776
2575.21299,-2.6147,3.0013,-7.8471,23.570378,19.898553
2576.213006,-2.6198,3.0002,-7.8596,23.582818,19.907702
2577.21095,-2.6216,2.9993,-7.8623,23.573936,19.916931
2578.213198,-2.6256,2.9999,-7.876,23.578127,19.937423
2579.213134,-2.6166,2.9993,-7.8475,23.569324,19.922668
2580.214043,-2.5711,2.9996,-7.7119,23.589117,19.914022
2581.213914,-2.5991,2.999,-7.7942,23.591041,19.928909
2582.21221,-2.5934,2.9987,-7.7763,23.589091,19.928433
2583.213025,-2.6029,2.9986,-7.8047,23.588089,19.919284
2584.217774,-2.6191,2.9968,-7.8487,23.58403,19.917803
2585.214685,-2.6077,2.9972,-7.8155,23.607223,19.921452
2586.215738,-2.5707,2.9971,-7.7043,23.593756,19.934964
